Store,Analyst,Industry,Type,Title,Link,Published,Summary,Date_Appended
dd's DISCOUNTS,Ashwin Nair,Mass Merchandisers,Closing,Will Ross Stores' Expansion and Strategic Initiatives Drive Growth? - TradingView,https://news.google.com/rss/articles/CBMivgFBVV95cUxPX1JRblItemlKUVRTRXkyT1lLTFpnT29nSUZxaHp3akJGSk9zdnJpS19Ia3gxQVpGMUVLb3Z3SlpZRE9jc0FkQ2JFLWRrWGJlS1VHcjBzVTBJZ09VS0N6VjBGbU5zTmtDcF9WdU9RODFBZkk5VVlGaUtjN2l0dzJ6NGIyUkRTOXZiMTdpbU9DT3JlOU5melRoczB3dllQUzAtOGV1b0phRzNkcTRfNFNqakptd21iazdGS1ZZbXZn?oc=5,2026-05-27 16:03:00+00:00,Will Ross Stores' Expansion and Strategic Initiatives Drive Growth? TradingView,2026-05-27
Hollywood Feed,Suryakant Rajput,Pet Care,Opening,A major pet supplies retailer is moving into this former Rite Aid in Baton Rouge - The Advocate,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPX1ZJRUMyeUhOQ3ZJZTN5TExJU21pRXdsbmc0Zk9BOVM3UmRRSGtnYURNd3FwWi1faEVZVExyQnlvRGdKOGh1cUtHV3JqSW1HUnhlRFJyemQtSEhEMTYzMmhTX1B0MTI4YkwwbWJmeU1PS1pCclJSLXhHbmF2cDkzMnFKLWhkRmUyN3JWQ2Q1T21XWU5lREUwVUVpMkZxSjdEU1BnZ2RzaXR6N041T0tEcmR2TnEzMU43dWpCT3JTU2dwSnN0M08xcnBqem1XWFh4?oc=5,2026-05-27 14:57:00+00:00,A major pet supplies retailer is moving into this former Rite Aid in Baton Rouge The Advocate,2026-05-28
Hollywood Feed,Suryakant Rajput,Pet Care,Opening,See what is going into this former Rite Aid in Baton Rouge - The Advocate,https://news.google.com/rss/articles/CBMi0AFBVV95cUxPX1ZJRUMyeUhOQ3ZJZTN5TExJU21pRXdsbmc0Zk9BOVM3UmRRSGtnYURNd3FwWi1faEVZVExyQnlvRGdKOGh1cUtHV3JqSW1HUnhlRFJyemQtSEhEMTYzMmhTX1B0MTI4YkwwbWJmeU1PS1pCclJSLXhHbmF2cDkzMnFKLWhkRmUyN3JWQ2Q1T21XWU5lREUwVUVpMkZxSjdEU1BnZ2RzaXR6N041T0tEcmR2TnEzMU43dWpCT3JTU2dwSnN0M08xcnBqem1XWFh4?oc=5,2026-05-27 14:57:00+00:00,See what is going into this former Rite Aid in Baton Rouge The Advocate,2026-05-27
JCPenney,Harsimranjeet Singh Ghelani,Department Stores,Closing,JCPenney in Ross Park Mall closing later this year - Audacy,https://news.google.com/rss/articles/CBMib0FVX3lxTE1XN0tIRXJRbUdEamNsY2FqRmwtS0NRVWc1eF81M1FYUFZEN1VzWFBNUS0xbmY2V0ZXRllvYlFpR3ZsTWtLemhBMnRCT2haX0NxSW1YY05GVi1vN3dVeEUtemMzTHNrYzRldG80X2R1VQ?oc=5,2026-05-27 14:50:03+00:00,JCPenney in Ross Park Mall closing later this year Audacy,2026-05-27
Dogtopia,Suryakant Rajput,Pet Care,Closing,Doggy Day Care Staff See A Pup Waiting Outside All Alone — Then Realize Why - MSN,https://news.google.com/rss/articles/CBMi-wJBVV95cUxOdGxScE01bU0wSmNtNWRsaWFvdWtjZHVWVld6R21pd2xCT2hScVdjMTI5TGRRc1VWSTl1em1mZDFKbE5ITUxqVFE2LTNmUmVjZEpGd2RDOTFRd2l4c0pzNHEzbU1PSEVzZV9OZmo2RXY5SENDZ19ub0hKdUxTb1ZESnJOS3hOU3FmNjYxMFBMamZta1ZuVWF3Q3lFeV9ZbXhQM2lhTno2cWlHckhTcUhpQkI0TUVNTEtoZ2MxMm5NSEFKSTN6SkNrOTJCREVjLW5PZ1BVeE5JX1U0M2JqZTRkSEtCUXhHWHdaQkFheXg0QUc2Rlp2NFQ4bEMxbXVVQ1dnQVdRdEpRWVJHTnFSd0JUNVhKSkVxaTZRTWQ2ejFHbzdhWE0yTUR1V2w2aW1kQV9uTTVCZ0pRVFphZWc4SXh5ODRVTmdaLUdqaGswNDM4enpEcEZGbF9na0hKZ0p0ZGlWYldOV2dQYnJrMG9vc3hlZ3N1bTVqT2NMNnNj?oc=5,2026-05-27 13:50:29+00:00,Doggy Day Care Staff See A Pup Waiting Outside All Alone — Then Realize Why MSN,2026-05-27
Sprouts Farmers Market,Rahul Vasaya,Grocery,Opening,Sprouts Farmers Market to open Webster store near Baybrook Mall this week - The Business Journals,https://news.google.com/rss/articles/CBMipgFBVV95cUxPRF9nWXJySkVUOFktN3IxRE9CU0pjSVRSUHdOTHdmcW8xRDFROXhEczBKYno3U0F5V0hBaXhJZkpWVG8xNW5RcU1qVnozRm9DYklpMzJ5cWkxSDZSR1Bha014VTJrNS14d2luWTVGdHR5MUl6c3pPZkt4LWc0NzUwS3JUVjJKaHhpWmFDNk5IVkdYRThNaGpjMXZxeERNRTdEYTNIT2Z3?oc=5,2026-05-27 13:00:00+00:00,Sprouts Farmers Market to open Webster store near Baybrook Mall this week The Business Journals,2026-05-27
Papa John's,Vishwas Shah,Restaurants,Closing,Papa John’s Is Closing Hundreds of Stores Across the U.S. - Sunnyside Sun,https://news.google.com/rss/articles/CBMi8AFBVV95cUxPVE5wUUtfZW9MSG1fUFdjQTloR3gxeERpbjc4QXhvUV9HdDNhcTB4ZU9IUTlqZnRZM1JuS2RaMjIyT1RlMFRIMzJLbUZ2Vmk2aGNYenhnN3lRd2VLcEZmZTVncDJaZnpFRDYxbmxaSjZWaVdTS0twWjE5aEFyZm42a3FhbVVvMGNsNjFBMkgzX0w1b3BaSkJuSkhEanJMTGxIcVo0LXVhVFE5cmlubWRmaDYxU3c5TU9hWmI3SUVHT2hrMVFiOWQ1aGdlX1hhVy10LTNCZ0IyZ1VtcEJValppS19yYi1fSEFldkd3VUo3aEk?oc=5,2026-05-27 12:59:52+00:00,Papa John’s Is Closing Hundreds of Stores Across the U.S. Sunnyside Sun,2026-05-28
Chick-fil-a,Rahul Vasaya,Restaurants,Opening,Photos: New Chick-Fil-A now open & busy in Naples - Naples Daily News,https://news.google.com/rss/articles/CBMi1gFBVV95cUxNVEhBUWxnVE9yYkhlSTB2eHppVjNZZFhSbExOU2R1M0pXVkVRNC1EUG9IYmZNekdhc0xEdm5rd0FhXzFiZzhYWTlhMDRBaWd0VENZYmFxUy15TGpHWS1KNHM1SDFfSVhZdnJubXpDWHVKNkdPMXVQUGpxVDY4MXh6czh5TlpnQWRQYWQyVWFQWFVGVHktNF9PU25xVEk0LXdnX2o2Q3BaSU5LaHV5NW9mWGdOTlNyUndzc3p3dGI3VkZFZm1DajBIcGJXRE5OVVp5bnVTWUxB?oc=5,2026-05-27 12:14:00+00:00,Photos: New Chick-Fil-A now open & busy in Naples Naples Daily News,2026-05-27
ULTA Beauty,Kashish Kasar,Mass Merchandisers,Opening,"Alshaya Group Signs Agreement With Mabanee to Open H&M, Primark, Ulta Beauty and Over 20 More Stores at Aventura Mall - Retail & Leisure International",https://news.google.com/rss/articles/CBMi1AFBVV95cUxPbXZaMkRmajlsQnktcVIwenU1d1BFZElLT0dfVlVVUHhsNEdMRzZyMHZKeWp2dDdtU0RLSXQ4RlViXzU2cnN4RC1HamRmWGs4NTFRVC1GUXNoV3lrdzduNFBRTjVaMGF2SjQtbWJQNjNZbV9DVEQydWotMmE1aXYxVE5HSzJ3cThEVUZjcm40YU5jdUVlUlN6Si1UNGY3OFFwN01YUm1NVWRnM1F1VEZoWGRnam9kSDdPU0dGZExNMEhKN1VkbWJMN3V2dC1mR2I5d1J0Yw?oc=5,2026-05-27 11:14:19+00:00,"Alshaya Group Signs Agreement With Mabanee to Open H&M, Primark, Ulta Beauty and Over 20 More Stores at Aventura Mall Retail & Leisure International",2026-05-27
City Market,Ayushi Chandel,Grocery,Opening,Sliderlicious food truck plans new location at NewBo City Market - thegazette.com,https://news.google.com/rss/articles/CBMi5wFBVV95cUxNc2Z1UlgtSFFnZnF2YUdONnUtelo4NWYyNUVXMktxYlZ1UmNGWHVxbk9WdXQxc1Z3RGpMOEhUUUtBRERDMm11RWVSZ0V3M24zeXpjZjBWcklJdTZ2ZzVMUmNXSUltWkY1VXlrdGZGMlZUakJLWG1qYWw1NVhkSW9wMjBoOElpQUZrdVVMd1RKYkx6MUdoNFJPRFJGYUtuYUdyQU9ZN2hiM3lXT1NmUzloSm0ta2V3UVBOd1FhVS1zNDZkU29GVlYxUnhXaEtzTjUzS3pydjFwa0NVT2p3ckNsZUVGUzQ4dVk?oc=5,2026-05-27 11:00:00+00:00,Sliderlicious food truck plans new location at NewBo City Market thegazette.com,2026-05-27
Raising Cane's,Rahul Shinde,Restaurants,Opening,Raising Cane’s to open new location in Akron: Opening day contest will give 20 customers free food for a year - WKYC,https://news.google.com/rss/articles/CBMikgJBVV95cUxPaktVeVB1SXVnTTh5c3N0alJ4RlphcTIyQ2xVMWZRWGdrdTN1bUtReXg0NEpKcHJqOG5LVGN0RDlqWFdfd0oyanBJZmlTMl8zUzB0UW5aT1FNQzFmV0UtcjBpNHdxZFNmNlNBeXVqMzFDcGpBb3ZMclVjZW90YllpY3E3VTJrOHJRZmZJX2x3SzAycDZrVFN0VUx6TWtfSkRERzFoQmhoWUR0TDB5dHRhdFdzNk1rNTg0dmNXcXhUNHFmbFFEQjFQTndXZWNIT0FsUzNlRGVkaExmVlRXSzQyT19xUXVTSE1jcVlDOFZGOFlqLUNjaDhna1o1MzZ3bDBqVXNROTNpWk9BczlmQ29WdXV3?oc=5,2026-05-27 09:51:00+00:00,Raising Cane’s to open new location in Akron: Opening day contest will give 20 customers free food for a year WKYC,2026-05-27
Taco Bell,Kashish Kasar,Restaurants,Opening,New fast food giant set to occupy drive-thru restaurant - Newark Advertiser,https://news.google.com/rss/articles/CBMipwFBVV95cUxQd0R6dnl6bzFzSXBwcDMtbU9TRnd5ODBKVFZIMF8yRkRTd2ZLNUdic2ZGWHN6WlVMTHdpZkk1a2R3Y0FIRUtnY2NMVGVjNGxEbnkyTEJ3SWVxdnE4LVNmZmhlb2FVRWFHM2RwZENQMUJ0Z2hCSUMwLVAyT2o3MFVySFc0bXRBMXd1Y3FCQmxoRGxyQTdKbU1zeExSNW5iel9XWHR5SlBwQQ?oc=5,2026-05-27 09:22:00+00:00,New fast food giant set to occupy drive-thru restaurant Newark Advertiser,2026-05-27
H-E-B,Komal Agrawal,Grocery,Closing,H-E-B closing North Austin store after 40 years ahead of lease expiring - MSN,https://news.google.com/rss/articles/CBMi6gJBVV95cUxPNHphakRjUUZJR1BkSjZnd28yd0J1LW05Z0Zfd05lN1pKV1EyWjg3THM5NjVWemp4Y2pPbUx3M196NHBEWmIwWG5nek1NTEpKOTZYXzFybThxWnJjaW5jUkY0U3J3MGFNOTZ5OC1YTTJfMXNrekVXWl9QNzJUVkwteTFZOS05SnJEdGkwYkowNmROelVLSVRTaDgtVzYxbFUwalFwSTFDRzd2cjhPeVlYVWxmWElEbXhtVFJuZkE0aXd6YjJHX2JiSlNsRkEtMlNadVUzM2RIR2hJSk8wSkNuR19QbnJwUFZhMEptU3Q2a0NkcTJnZF9DVU14eVNRczhmU1FQWGxLRFJmZ0J5QUxjSTBOSVlCLXkxbzczc29URXlhdzlublpBTHRjV1BRenUtRWlYWVNoLWJGZTRTdGcyaHFrZVZ4WUZPSDJtdGFyUk4xb1NRU2NIZEVKaHNFY3NhRF9Celc1ZGZPUQ?oc=5,2026-05-27 09:02:41+00:00,H-E-B closing North Austin store after 40 years ahead of lease expiring MSN,2026-05-29
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,"BJ's Wholesale expands, and it's getting closer to Southwest Ohio - Cincinnati Enquirer",https://news.google.com/rss/articles/CBMiwwFBVV95cUxPNG1vQ2s2UHZEWHcxZzFoakJ2clVEZ2NjclkwU0RLWXJCLV9WaGFnM3NJV2xGb3Y2ZW1ISWR0MEF6MWlmOTFrUXg4ajJPMTBRUjhaUVRRYmdWaGFzemFiWDBsVHpQbGt6R2hZcTA3YlN6bVE1WmxtQlZzWlgwV1p4alFENDJ4WjE5RzA0OTNvbEpDVW9pTGRqMlhYVExIQ21xOENTekVCYjBsQmdoOTA4MVd3dDU2S2ZrWDdtMTBPMGUwMTA?oc=5,2026-05-27 08:14:00+00:00,"BJ's Wholesale expands, and it's getting closer to Southwest Ohio Cincinnati Enquirer",2026-05-27
Autozone,Komal Agrawal,Mass Merchandisers,Closing,AutoZone reports earnings beat amid retail sector struggles - MSN,https://news.google.com/rss/articles/CBMiswFBVV95cUxQR1BNeG02cGh4alRQZmVwNDFhU3JpZVB4TURqS2F4a3NHdXF6NEtvVjZRck9IS09CeEdKNWxVRlE0QVljZjdEWjQzQzc4dXJFZjlVbzB6ZDFac1NTY3N6Uy11S1BDOUI2aHhIWThvMVpNME9nYWJ1ZXRCMmVTNUFwcjFCd3dLSXJNYXBpY1V3VEFPY1NBVUpaVHo2NDAtRE81ejJsa051WnRFZWFSeXZGWklOcw?oc=5,2026-05-27 06:04:45+00:00,AutoZone reports earnings beat amid retail sector struggles MSN,2026-05-28
Autozone,Komal Agrawal,Mass Merchandisers,Closing,AutoZone reports earnings beat amid retail sector struggles - MSN,https://news.google.com/rss/articles/CBMi1gFBVV95cUxPN2hhdlpHcU94emZ2RkxCUDdNcFd0TDlORmQ4WkZXVmFqckNTRll6a2Npd05YaHE3NGczUkpEZXpYWHd2YVg0MURpUXBieEdzeUl4QVdtbjVQN1hvS3FxakdlRFJQaXRUT1BITE5HSzVTVWEtUzM4eHRnNmlQN2xnQzlXa0oxNHRpcm9BdkxlOEhyMkpRVGZzQmdjbURFYV8zOHJmMDBIUVBzalR1RldUc09YLS01SmJKUHFZdWxiVXgzakZYZHpjeXF5cHJwcVVONkl6NXB3?oc=5,2026-05-27 05:12:42+00:00,AutoZone reports earnings beat amid retail sector struggles MSN,2026-05-27
Sam's Club,Dhiraj Manghani,Mass Merchandisers,Closing,Sam's Club Customers Flood West Allis Store After Closing Announcement Alan Ritchson (DTbxRBgBpF) - Mshale,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5pWEh4Z29kNTQ0MlZiTDVLTUkxOE9zMTh4UjFZR0llTXU4RGdjMXZaWGxvMGFMV1I0czFfUHQxNFd0M3JfSzVCSUVMcHRiRnlhLUd5d3k2VEZxVnc?oc=5,2026-05-27 04:15:10+00:00,Sam's Club Customers Flood West Allis Store After Closing Announcement Alan Ritchson (DTbxRBgBpF) Mshale,2026-05-28
Nordstrom,Rishi Nagar,Department Stores,Opening,Nordstrom Rack to open in Huntsville by spring 2027 - MSN,https://news.google.com/rss/articles/CBMiwAFBVV95cUxNdU1LV1U1eDRxVFNRU3ROV1BoUEM0QU5TUVF0MkxhQUhDUWtpOGVwOGhvcGh3M1VfQzR4OU45N1pOVzlPWlM2VlpraXZ5R21kcFZlcXo4WndCSnp2dE4ycGdBX2FicDdGR19aaVlBYW9RQy1uYXREVVJkS19hVlVkSkVqbTlQSmhtYXlfSDU4WXhTRU85dmJyUW9QYURwQ3RiMzZkZHRLY0I1VmhDTnQtMHF4NUNnMllldXQ3YmlveVE?oc=5,2026-05-27 03:48:14+00:00,Nordstrom Rack to open in Huntsville by spring 2027 MSN,2026-05-29
BP,Komal Agrawal,Convenience Stores / Distributors,Opening,"'Removed Without Warning, Explanation': BP's Ousted Chairman Manifold Albert Breaks Silence - NDTV Profit",https://news.google.com/rss/articles/CBMixwFBVV95cUxON2E4endUNThnWlNvdlN0SE9lRUw0UGVNU19JMnNJR25NXzdwRzc1OGlWV2IwY3plNXhHVnl4c1dPazRyNTRiZ1BFNnBGTl80UnZIMy1IS3hBdlJJcmNWM1FHTVE1Qmd6aEJvT1RzWEtONU5ORFVXY1pCa0tUNzV3aEdoZmpMTjZIUkR3d3Zrd2tJRjJpS2R5aFNtbWdiektOYmhyNUtlQUFTbTE3YVNJc2kyeWpYR0RGZG0ySm1CRXRleGtWRUZn0gHPAUFVX3lxTE04S3pNaXN3RlY5emdsVU1OX0g4b2l4ajMyNjBVZUJybXN3R0h3blFneW1uMUtZWGxwRFlLTTZNbFVlc3BkNUlucmFqZnJCdGF1OHA1dlI2ZHpHVXZCMF8xZmh2ZUxMUFZNMHRfSFFTWXhXeS03YXQ1TnNoYmhmU0s3eFJzZ01acDRaT3FqMzFzdmZVcGZxUWREUkw1YW41anUtQVFVM0xIUjJwcHc4SG94Z3ZxTDJRblZod1p3LUY3TTNlbUJtelZKRlNCTS1NVQ?oc=5,2026-05-27 02:15:55+00:00,"'Removed Without Warning, Explanation': BP's Ousted Chairman Manifold Albert Breaks Silence NDTV Profit",2026-05-27
Trader Joe's,Rahul Shinde,Grocery,Opening,"Trader Joe’s to open soon at Desert Ridge Marketplace, be 1st store in north Phoenix - KTAR News 92.3 FM",https://news.google.com/rss/articles/CBMidkFVX3lxTE1ERXRoODNKQ2FwaFd5ejFsX2NmZER0OVQ1eHM2N3NSd1NESFo4bFJmQ3VkUElPUnNvWjFBcHowbEJKMFVQbmc3eGQ5NXZVd194d25xM21yeTQ4eW9MR0ZrUjBOLU9VWlE0Qk50ZkV2b0NzSmlqZGc?oc=5,2026-05-26 23:20:49+00:00,"Trader Joe’s to open soon at Desert Ridge Marketplace, be 1st store in north Phoenix KTAR News 92.3 FM",2026-05-27
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,BJ’s Wholesale Club to open Portage location - Inside INdiana Business,https://news.google.com/rss/articles/CBMilAFBVV95cUxQZXlqeGV5RjlObXppaG1zUUdNaVlic1UzUG95emZHbi1OVkg1Ni03LTZzZHUtbWp6THVYaDJnMWc3WnJtVVIyd3pWMzFhT3dKcnE0RjJON2lQSXlPQ3UwRXEwbHhOdUxJclU4QUNLTWs5aldJUmJVeURqMlVjaWZ4YlZpYVpjSWRmcVZGbDhNdnloNmVR?oc=5,2026-05-26 21:42:49+00:00,BJ’s Wholesale Club to open Portage location Inside INdiana Business,2026-05-27
Sam's Club,Dhiraj Manghani,Mass Merchandisers,Closing,Jamestown Sam's Club Among 63 Closing The Motley Fool Canada (478LyNPskL) - Mshale,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBwb0JwR1VjbTNMUWUxTm1iR25qR1l4MU5jUll6MGYtSXhMOXAtelBMNG5LZWtVa0ZFYVRFX3ZWcDQ5R0RHT2pWcEJGUFVLR2txaFZKOVVaMXFEY28?oc=5,2026-05-26 21:30:05+00:00,Jamestown Sam's Club Among 63 Closing The Motley Fool Canada (478LyNPskL) Mshale,2026-05-27
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,"BJ’s Wholesale Club, a Costco rival, to open this year in Portage - nwitimes.com",https://news.google.com/rss/articles/CBMiiAFBVV95cUxOTW9maEJrYkNqdkJLRkdxQnRDQU81cUMtZG5Fd2lzVVl3X19TeUN3TlhwbzJwSG9reDBVUjZiMlU1ZkRPbnFPSm5ScDVqQkZjbXpiazU1UlViYU1MZ0U5bkhSRDlWdllaR1lyRlRPcjJ4cE1RZ2xTOWV0LURpbDZTRzBTZUZNdEVx?oc=5,2026-05-26 21:30:00+00:00,"BJ’s Wholesale Club, a Costco rival, to open this year in Portage nwitimes.com",2026-05-27
Save-A-Lot,Shuvechha Dere,Grocery,Opening,Save A Lot to move from downtown Glasgow to East Main Street site - WCLU Radio,https://news.google.com/rss/articles/CBMipgFBVV95cUxQUi11bzJQLVBTT0xlQ0xlNGpQaXNld3FodmhOQzd6dHpjRldraGxsRmdpQ1U3UGJGM1hzTmFaZk1VZWtLVWs2ZlRreE9XdFJySXVnY01kbldWRU82aDBlTHdzbGJfOTVzY2RJSGJyWmU5U00wWFI5c1NfZlBoVmhiZWFpd1BUTWhFN2tDbDZsUExOSzlKUmZ6dHEzeW1rWnhZdWRlR2h3?oc=5,2026-05-26 20:07:37+00:00,Save A Lot to move from downtown Glasgow to East Main Street site WCLU Radio,2026-05-27
REI,Dhiraj Manghani,Mass Merchandisers,Closing,REI flagship NYC store announces official closing date - New York Post,https://news.google.com/rss/articles/CBMimwFBVV95cUxQZ194M0NXNlJOSVpZbDlxeW9oQV9EWjV2YlJvRWlaT2FNdnFyTnc1d3k1OW9SeThBbkxUcHN5dXlLaTI3ejI0T0IxSnhLRVlqRHZHcWRhRXd3R1dBbEVTM2d3QVpxUE82WlNldmlLb1BKZVZ1Wktvek01Q3J0T2FHRjBkVlJSVnBTUnRiZWVYYk5ZbFFuUG5FcmJoNA?oc=5,2026-05-26 19:44:00+00:00,REI flagship NYC store announces official closing date New York Post,2026-05-27
Wawa,Ayushi Chandel,Convenience Stores / Distributors,Closing,Wawa sets closing date for 43-year-old South Jersey store - The Business Journals,https://news.google.com/rss/articles/CBMirwFBVV95cUxPNzM5THg4MFRMc2p4Nno4Y1kzZ09JT1BtQWNiUk8xdHdTOE9Fb05vcTAxVXRBTk1VMnMyY3QzY09NX09YVWVtUXBCWjZLU0U2V3VvWHBLbGZtODl1VElHaTBObjZQdk40UXUxOTB6RW5xR2Nsbm80UlNCcFBSaWxpNHVTdXVib2hvMnZBTlpXZzRLNzZDbFIwaHAtelZhQ0NydzhUTTFEaFlfVDFOSGlF?oc=5,2026-05-26 19:06:00+00:00,Wawa sets closing date for 43-year-old South Jersey store The Business Journals,2026-05-27
Target,Vishwas Shah,Mass Merchandisers,Opening,"Padres' Joe Musgrove Breaks Silence on Injury, Reveals Target Return Date - Sports Illustrated",https://news.google.com/rss/articles/CBMipgFBVV95cUxNNWxwek9TV3dIUG1kcGhGbF9ja3FzSkg0TXdIajZERW5wRExnMjlncHRrdld6RWs5MEM3VDdVUGZSSkNQbFd4LVdYSU9ad1ZTVzZIQU9zMC1HQkFRdWZyd3M2emlHTmczZjF3b3JYcF96cE9QbUZrTklRS2tXaGNCTWRTN21hbzgzV1FTNTlLLWVvNERuX0hmQVo2TWs1VVJQSnBJa19B?oc=5,2026-05-26 19:00:00+00:00,"Padres' Joe Musgrove Breaks Silence on Injury, Reveals Target Return Date Sports Illustrated",2026-05-27
Raising Cane's,Rahul Shinde,Restaurants,Opening,Raising Cane’s to open new Summit County location - Cleveland 19 News,https://news.google.com/rss/articles/CBMijgFBVV95cUxORERKdDRIVGZtV0J0d1JqYXhTU1QydWR4c2hRak0tY2ZwckhteVRMbEZPV2loTVdxcjRnR0JYOG9oSVVHOUgyTUp0SzMzSFdEbHAtWV9mODlkVlJsQ3Y2dnRtVW1sQU9tNVdJV2p0c1NUYkVTaFh2S0dvQlVpSkVPb1R1d0pibDlwcTBWOTR3?oc=5,2026-05-26 18:52:00+00:00,Raising Cane’s to open new Summit County location Cleveland 19 News,2026-05-27
Macy's,Harsimranjeet Singh Ghelani,Department Stores,Closing,Macy’s Permanently Closing 14 Stores Despite Strong Holiday Sales - AOL.com,https://news.google.com/rss/articles/CBMieEFVX3lxTE5ORk5zczdfY1ZFMjFLVkI1VzV5TnBqeWt5MzltaVNoX01GczBXNlpBakRHN3dYOFAtUUU3MkF3dnlaSURYVkFzeXNFamRRQWFqVThCVUg3VldFU1FWWXZMWS1BdFVja253WDVFejhfMU0xTTVGU1Nncg?oc=5,2026-05-26 18:09:22+00:00,Macy’s Permanently Closing 14 Stores Despite Strong Holiday Sales AOL.com,2026-05-27
Autozone,Komal Agrawal,Mass Merchandisers,Closing,AutoZone earnings climb as new mega-hub stores beat sales expectations - Daily Memphian,https://news.google.com/rss/articles/CBMilwFBVV95cUxNMDRQQnZWYzczTlZuaDF4UVRad3RYOVFSNl9STWw3eEtEdllSdWI5cTIzS1BjbXg4N2I2dl9MVzZuVlQtekNmUk02STJMNjV5blBUS3F3VXl2emMzUE96c2hEMXo1Tk5zdnM3RzR0WVZoYll2SDFTVTdQNDlTM3Z2clg0NVNnZ1AzeEdRWDFTS1Q5dVNoVld3?oc=5,2026-05-26 17:52:00+00:00,AutoZone earnings climb as new mega-hub stores beat sales expectations Daily Memphian,2026-05-27
Albertsons,Kabeer Pandya,Grocery,Closing,87-year-old retail grocery giant closes a dozen stores across 7 states - thestreet.com,https://news.google.com/rss/articles/CBMitAFBVV95cUxOUXc4QjhzblZheDdOVWwzQ3NhLTFnVWRsM25yN1ZfeFdjUUh1YU00NEpHX1VPX1N5LXd0MzRnOEFkYWR4bnBUX3ZWRzJyWmY2VDUzTGF0dS14UHNoNWpiTV9IaVhTLVEtM1RvYVhYakFLUW5Gd0Y1cHlTSlFOTXUwOFppaVo5SzhzMnBScTJTOU9yNEJPOGhucEM4S3FoUmk0SmdLS3lMVlpIb3RRc3RJZWp2WFc?oc=5,2026-05-26 17:33:00+00:00,87-year-old retail grocery giant closes a dozen stores across 7 states thestreet.com,2026-05-28
Hornbacher's,Komal Agrawal,Grocery,Closing,Change.org petition launched in hopes of saving Fargo's Hornbacher's Express store - InForum,https://news.google.com/rss/articles/CBMiswFBVV95cUxNRWRXNU8tVWw3bTVaVnkwVUZlMy1PS1FsQzRDOE1mU0lGbEFtYmhZOEowU1czX05YMjVzNDVmSXdyeVJBZl9OZjY4TDlLTVRHQkw5YUJ2NDdLRzg3cTRsZFFYVU9VMWo3M1I3N3E5YjNRSDVPOG1kX2E2STlKX0RjVzktb2t2RksyT3hMUkFURzY4Uzh4TDNLRklXNkVORzd5dHhHWmJmUXZNQktUNU5PTFFqdw?oc=5,2026-05-26 16:54:03+00:00,Change.org petition launched in hopes of saving Fargo's Hornbacher's Express store InForum,2026-05-27
Chick-fil-a,Rahul Vasaya,Restaurants,Opening,"Licensable picture: Chick-Fil-A is now open at City Gate in Naples, Florida, right by Paradise Coast Sports Complex. - Reuters Connect",https://news.google.com/rss/articles/CBMingJBVV95cUxNcl9MTXI3cndwa0NqZXdVZ1NXT2tFNlV4YWFneUZsYXc2OHRwVDJHOWFlWC14VWxENXVTNjhLbTlTNlVrdTVBMHk3cEpGVXlCeTI2YnJmLWdRQnA3ZGYwUXl6OXdNX2U0VUhadVYzODNrZ01QaXZZNGVxMG9yUURPVXJzRHZxMHBMa0Ztd0NPSEZnNVJJcDZ0VXlCV3BrQVN6ZnNHX0ZBcnFVb1Vsbnpvc1NDZlZ4cHlZZVN6cWpUZUE2VmJRZ0FYY1lhbkxRY2hsOXQ1N0hYY1JQWG11aERmaG1YQnRMWU9RQzBCMmhXYkM0cHdpZTJqREtiX05IOWItMF9kUTg0b2NlTWFjWGd0S2FuZVlqMjBqS3ZtRjhn?oc=5,2026-05-26 16:54:00+00:00,"Licensable picture: Chick-Fil-A is now open at City Gate in Naples, Florida, right by Paradise Coast Sports Complex. Reuters Connect",2026-05-27
BJ's Wholesale Club,Ashwin Nair,Mass Merchandisers,Opening,Four New Stores Propel BJ’s Wholesale Club Expansion Strategy - HomePage News,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPTjc2cGF6VW04RnZSRXJtWXZzTGF1ZExJMWJLUjQ0LWN4WGU3U0RWSXFuekxkOU5UOExEa1RfNFh4aWp2OW9zMV9Mem5mNDZVVUR5eG15c0FUWGF6a1ZpcTF6dlN1TFJReE1JQWkyTWsyaG5WSEg3T1NYTUw4MlpVd3duSVNXQ0ZOVUhnRGZuUk5tLXBLckFBUUxlWVhxYk9sSmw5QmJJZndoQQ?oc=5,2026-05-26 16:29:53+00:00,Four New Stores Propel BJ’s Wholesale Club Expansion Strategy HomePage News,2026-05-27
